imbalance_handling,max_f1,max_f05,max_f2,auc_roc,auc_pr,training_time_min
adasyn,0.06814106395696354,0.0611183355006502,0.11627064618951029,0.7158522667068333,0.029086338828416318,0.23199661572774252
