imbalance_handling,max_f1,max_f05,max_f2,auc_roc,auc_pr,training_time_min
smote_tomek,0.07557873547442584,0.06628280664167113,0.11018622272023905,0.7167274417808065,0.03011696321849972,0.2564180652300517
