imbalance_handling,max_f1,max_f05,max_f2,auc_roc,auc_pr,training_time_min
smote_tomek,0.27890419439715214,0.2859078590785908,0.35202665186007775,0.8614132170410398,0.16629016789454748,18.478883401552835
