imbalance_handling,max_f1,max_f05,max_f2,auc_roc,auc_pr,training_time_min
smote_tomek,0.27422454021410925,0.26238041643218907,0.3570255174679663,0.9187295606063871,0.17379028998116727,4.019598233699798
